firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,season,playerName
LeBron,James,2544,41700202,2018-05-03 18:00:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East - Conf. Semifinals,,2.0,1,0,40.0,43.0,14.0,0.0,1.0,28.0,19.0,0.679,3.0,1.0,0.333,8.0,4.0,0.5,7.0,1.0,8.0,1.0,1.0,20.0,2017-18,LeBron James
LeBron,James,2544,41700201,2018-05-01 20:00:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East - Conf. Semifinals,,1.0,1,0,46.0,26.0,13.0,2.0,1.0,30.0,12.0,0.4,8.0,1.0,0.125,6.0,1.0,0.167,11.0,0.0,11.0,2.0,1.0,5.0,2017-18,LeBron James
LeBron,James,2544,41700137,2018-04-29 13:00:00,Cleveland,Cavaliers,Indiana,Pacers,Playoffs,East - First Round,,7.0,1,1,43.0,45.0,7.0,0.0,4.0,25.0,16.0,0.64,3.0,2.0,0.667,15.0,11.0,0.733,6.0,2.0,8.0,4.0,4.0,-2.0,2017-18,LeBron James
LeBron,James,2544,41700136,2018-04-27 20:00:00,Cleveland,Cavaliers,Indiana,Pacers,Playoffs,East - First Round,,6.0,0,0,31.0,22.0,7.0,2.0,1.0,16.0,7.0,0.438,6.0,3.0,0.5,5.0,5.0,1.0,5.0,0.0,5.0,3.0,4.0,-24.0,2017-18,LeBron James
LeBron,James,2544,41700135,2018-04-25 19:00:00,Cleveland,Cavaliers,Indiana,Pacers,Playoffs,East - First Round,,5.0,1,1,41.0,44.0,8.0,1.0,1.0,24.0,14.0,0.583,4.0,1.0,0.25,15.0,15.0,1.0,7.0,3.0,10.0,3.0,5.0,2.0,2017-18,LeBron James
LeBron,James,2544,41700134,2018-04-22 20:30:00,Cleveland,Cavaliers,Indiana,Pacers,Playoffs,East - First Round,,4.0,1,0,46.0,32.0,7.0,2.0,0.0,22.0,12.0,0.545,5.0,0.0,0.0,9.0,8.0,0.889,11.0,2.0,13.0,3.0,1.0,3.0,2017-18,LeBron James
LeBron,James,2544,41700133,2018-04-20 19:00:00,Cleveland,Cavaliers,Indiana,Pacers,Playoffs,East - First Round,,3.0,0,0,41.0,28.0,8.0,1.0,1.0,22.0,10.0,0.455,7.0,4.0,0.571,6.0,4.0,0.667,9.0,3.0,12.0,1.0,6.0,-1.0,2017-18,LeBron James
LeBron,James,2544,41700132,2018-04-18 19:00:00,Cleveland,Cavaliers,Indiana,Pacers,Playoffs,East - First Round,,2.0,1,1,39.0,46.0,5.0,0.0,2.0,24.0,17.0,0.708,5.0,2.0,0.4,13.0,10.0,0.769,11.0,1.0,12.0,1.0,3.0,7.0,2017-18,LeBron James
LeBron,James,2544,41700131,2018-04-15 15:30:00,Cleveland,Cavaliers,Indiana,Pacers,Playoffs,East - First Round,,1.0,0,1,43.0,24.0,12.0,1.0,1.0,17.0,7.0,0.412,4.0,0.0,0.0,14.0,10.0,0.714,7.0,3.0,10.0,2.0,3.0,-13.0,2017-18,LeBron James
LeBron,James,2544,21701220,2018-04-11 20:00:00,Cleveland,Cavaliers,New York,Knicks,Regular Season,,,,0,1,10.0,10.0,2.0,0.0,1.0,9.0,4.0,0.444,2.0,0.0,0.0,3.0,2.0,0.667,4.0,1.0,5.0,0.0,3.0,5.0,2017-18,LeBron James
LeBron,James,2544,21701207,2018-04-09 19:30:00,Cleveland,Cavaliers,New York,Knicks,Regular Season,,,,1,0,38.0,26.0,11.0,0.0,1.0,16.0,7.0,0.438,6.0,3.0,0.5,10.0,9.0,0.9,6.0,0.0,6.0,2.0,4.0,14.0,2017-18,LeBron James
LeBron,James,2544,21701183,2018-04-06 19:00:00,Cleveland,Cavaliers,Philadelphia,76ers,Regular Season,,,,0,0,40.0,44.0,11.0,1.0,2.0,29.0,17.0,0.586,8.0,4.0,0.5,11.0,6.0,0.545,10.0,1.0,11.0,0.0,8.0,7.0,2017-18,LeBron James
LeBron,James,2544,21701176,2018-04-05 20:00:00,Cleveland,Cavaliers,Washington,Wizards,Regular Season,,,,1,1,38.0,33.0,14.0,0.0,0.0,20.0,12.0,0.6,7.0,2.0,0.286,10.0,7.0,0.7,7.0,2.0,9.0,2.0,6.0,13.0,2017-18,LeBron James
LeBron,James,2544,21701156,2018-04-03 19:00:00,Cleveland,Cavaliers,Toronto,Raptors,Regular Season,,,,1,1,37.0,27.0,6.0,0.0,0.0,14.0,8.0,0.571,6.0,3.0,0.5,11.0,8.0,0.727,10.0,0.0,10.0,2.0,5.0,12.0,2017-18,LeBron James
LeBron,James,2544,21701149,2018-04-01 18:00:00,Cleveland,Cavaliers,Dallas,Mavericks,Regular Season,,,,1,1,38.0,16.0,12.0,0.0,0.0,21.0,5.0,0.238,3.0,2.0,0.667,4.0,4.0,1.0,10.0,3.0,13.0,1.0,2.0,7.0,2017-18,LeBron James
LeBron,James,2544,21701131,2018-03-30 20:00:00,Cleveland,Cavaliers,New Orleans,Pelicans,Regular Season,,,,1,1,41.0,27.0,11.0,0.0,1.0,24.0,12.0,0.5,4.0,0.0,0.0,3.0,3.0,1.0,8.0,1.0,9.0,0.0,1.0,16.0,2017-18,LeBron James
LeBron,James,2544,21701116,2018-03-28 19:00:00,Cleveland,Cavaliers,Charlotte,Hornets,Regular Season,,,,1,0,36.0,41.0,8.0,0.0,1.0,26.0,14.0,0.538,8.0,4.0,0.5,11.0,9.0,0.818,8.0,2.0,10.0,1.0,4.0,21.0,2017-18,LeBron James
LeBron,James,2544,21701110,2018-03-27 20:00:00,Cleveland,Cavaliers,Miami,Heat,Regular Season,,,,0,0,37.0,18.0,7.0,0.0,0.0,18.0,7.0,0.389,4.0,0.0,0.0,5.0,4.0,0.8,5.0,1.0,6.0,1.0,6.0,-19.0,2017-18,LeBron James
LeBron,James,2544,21701094,2018-03-25 13:00:00,Cleveland,Cavaliers,Brooklyn,Nets,Regular Season,,,,1,0,38.0,37.0,8.0,0.0,1.0,19.0,14.0,0.737,4.0,1.0,0.25,10.0,8.0,0.8,8.0,2.0,10.0,3.0,2.0,11.0,2017-18,LeBron James
LeBron,James,2544,21701080,2018-03-23 19:30:00,Cleveland,Cavaliers,Phoenix,Suns,Regular Season,,,,1,1,29.0,27.0,9.0,1.0,1.0,16.0,11.0,0.688,4.0,1.0,0.25,6.0,4.0,0.667,6.0,0.0,6.0,3.0,4.0,11.0,2017-18,LeBron James
LeBron,James,2544,21701065,2018-03-21 19:00:00,Cleveland,Cavaliers,Toronto,Raptors,Regular Season,,,,1,1,39.0,35.0,17.0,0.0,1.0,19.0,11.0,0.579,3.0,1.0,0.333,14.0,12.0,0.857,6.0,1.0,7.0,2.0,0.0,12.0,2017-18,LeBron James
LeBron,James,2544,21701050,2018-03-19 19:00:00,Cleveland,Cavaliers,Milwaukee,Bucks,Regular Season,,,,1,1,40.0,40.0,10.0,1.0,2.0,29.0,16.0,0.552,7.0,3.0,0.429,8.0,5.0,0.625,7.0,5.0,12.0,2.0,6.0,4.0,2017-18,LeBron James
LeBron,James,2544,21701039,2018-03-17 20:00:00,Cleveland,Cavaliers,Chicago,Bulls,Regular Season,,,,1,0,39.0,33.0,12.0,2.0,1.0,26.0,15.0,0.577,8.0,2.0,0.25,4.0,1.0,0.25,12.0,1.0,13.0,3.0,6.0,-4.0,2017-18,LeBron James
LeBron,James,2544,21701028,2018-03-15 22:00:00,Cleveland,Cavaliers,Portland,Trail Blazers,Regular Season,,,,0,0,41.0,35.0,6.0,3.0,2.0,25.0,15.0,0.6,4.0,1.0,0.25,9.0,4.0,0.444,14.0,0.0,14.0,4.0,6.0,-3.0,2017-18,LeBron James
LeBron,James,2544,21701014,2018-03-13 22:00:00,Cleveland,Cavaliers,Phoenix,Suns,Regular Season,,,,1,0,33.0,28.0,11.0,2.0,3.0,14.0,7.0,0.5,2.0,1.0,0.5,15.0,13.0,0.867,12.0,0.0,12.0,2.0,5.0,23.0,2017-18,LeBron James
LeBron,James,2544,21701000,2018-03-11 21:00:00,Cleveland,Cavaliers,Los Angeles,Lakers,Regular Season,,,,0,0,31.0,24.0,7.0,1.0,1.0,20.0,9.0,0.45,8.0,2.0,0.25,5.0,4.0,0.8,8.0,2.0,10.0,0.0,2.0,-13.0,2017-18,LeBron James
LeBron,James,2544,21700986,2018-03-09 22:30:00,Cleveland,Cavaliers,Los Angeles,Clippers,Regular Season,,,,0,0,38.0,25.0,6.0,3.0,2.0,20.0,11.0,0.55,7.0,3.0,0.429,2.0,0.0,0.0,10.0,0.0,10.0,2.0,5.0,-16.0,2017-18,LeBron James
LeBron,James,2544,21700970,2018-03-07 22:30:00,Cleveland,Cavaliers,Denver,Nuggets,Regular Season,,,,1,0,39.0,39.0,10.0,0.0,1.0,25.0,15.0,0.6,8.0,5.0,0.625,8.0,4.0,0.5,7.0,1.0,8.0,2.0,3.0,8.0,2017-18,LeBron James
LeBron,James,2544,21700950,2018-03-05 19:00:00,Cleveland,Cavaliers,Detroit,Pistons,Regular Season,,,,1,1,28.0,31.0,7.0,0.0,1.0,17.0,11.0,0.647,7.0,5.0,0.714,6.0,4.0,0.667,5.0,2.0,7.0,2.0,3.0,14.0,2017-18,LeBron James
LeBron,James,2544,21700937,2018-03-03 19:30:00,Cleveland,Cavaliers,Denver,Nuggets,Regular Season,,,,0,1,42.0,25.0,15.0,0.0,2.0,19.0,8.0,0.421,4.0,1.0,0.25,11.0,8.0,0.727,9.0,1.0,10.0,2.0,3.0,-6.0,2017-18,LeBron James
LeBron,James,2544,21700923,2018-03-01 20:00:00,Cleveland,Cavaliers,Philadelphia,76ers,Regular Season,,,,0,1,39.0,30.0,8.0,0.0,1.0,24.0,12.0,0.5,6.0,2.0,0.333,6.0,4.0,0.667,8.0,1.0,9.0,2.0,3.0,-8.0,2017-18,LeBron James
LeBron,James,2544,21700908,2018-02-27 19:00:00,Cleveland,Cavaliers,Brooklyn,Nets,Regular Season,,,,1,1,38.0,31.0,11.0,0.0,1.0,25.0,13.0,0.52,4.0,2.0,0.5,3.0,3.0,1.0,8.0,4.0,12.0,1.0,1.0,2.0,2017-18,LeBron James
LeBron,James,2544,21700894,2018-02-25 15:30:00,Cleveland,Cavaliers,San Antonio,Spurs,Regular Season,,,,0,1,39.0,33.0,9.0,0.0,1.0,25.0,14.0,0.56,5.0,2.0,0.4,4.0,3.0,0.75,11.0,2.0,13.0,3.0,6.0,-8.0,2017-18,LeBron James
LeBron,James,2544,21700878,2018-02-23 20:00:00,Cleveland,Cavaliers,Memphis,Grizzlies,Regular Season,,,,1,0,36.0,18.0,11.0,0.0,1.0,16.0,7.0,0.438,2.0,0.0,0.0,4.0,4.0,1.0,14.0,0.0,14.0,0.0,3.0,18.0,2017-18,LeBron James
LeBron,James,2544,21700869,2018-02-22 20:00:00,Cleveland,Cavaliers,Washington,Wizards,Regular Season,,,,0,1,36.0,32.0,8.0,0.0,2.0,18.0,13.0,0.722,4.0,1.0,0.25,9.0,5.0,0.556,8.0,1.0,9.0,2.0,4.0,-10.0,2017-18,LeBron James
LeBron,James,2544,21700850,2018-02-13 20:00:00,Cleveland,Cavaliers,Oklahoma City,Thunder,Regular Season,,,,1,0,39.0,37.0,8.0,1.0,0.0,23.0,14.0,0.609,7.0,3.0,0.429,10.0,6.0,0.6,8.0,0.0,8.0,1.0,5.0,-1.0,2017-18,LeBron James
LeBron,James,2544,21700835,2018-02-11 15:30:00,Cleveland,Cavaliers,Boston,Celtics,Regular Season,,,,1,0,27.0,24.0,10.0,1.0,1.0,20.0,9.0,0.45,5.0,2.0,0.4,7.0,4.0,0.571,8.0,0.0,8.0,1.0,2.0,23.0,2017-18,LeBron James
LeBron,James,2544,21700819,2018-02-09 19:30:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,1,0,40.0,22.0,19.0,0.0,0.0,20.0,8.0,0.4,3.0,0.0,0.0,7.0,6.0,0.857,10.0,2.0,12.0,2.0,3.0,12.0,2017-18,LeBron James
LeBron,James,2544,21700807,2018-02-07 20:00:00,Cleveland,Cavaliers,Minnesota,Timberwolves,Regular Season,,,,1,1,48.0,37.0,15.0,1.0,1.0,22.0,16.0,0.727,7.0,5.0,0.714,2.0,0.0,0.0,9.0,1.0,10.0,3.0,5.0,-1.0,2017-18,LeBron James
LeBron,James,2544,21700797,2018-02-06 19:00:00,Cleveland,Cavaliers,Orlando,Magic,Regular Season,,,,0,0,33.0,25.0,5.0,0.0,1.0,17.0,10.0,0.588,4.0,2.0,0.5,4.0,3.0,0.75,9.0,1.0,10.0,4.0,6.0,-14.0,2017-18,LeBron James
LeBron,James,2544,21700779,2018-02-03 20:30:00,Cleveland,Cavaliers,Houston,Rockets,Regular Season,,,,0,1,31.0,11.0,9.0,1.0,2.0,10.0,3.0,0.3,2.0,1.0,0.5,4.0,4.0,1.0,8.0,1.0,9.0,0.0,2.0,-17.0,2017-18,LeBron James
LeBron,James,2544,21700757,2018-01-31 19:30:00,Cleveland,Cavaliers,Miami,Heat,Regular Season,,,,1,1,38.0,24.0,5.0,0.0,1.0,21.0,8.0,0.381,6.0,1.0,0.167,11.0,7.0,0.636,9.0,2.0,11.0,1.0,7.0,3.0,2017-18,LeBron James
LeBron,James,2544,21700747,2018-01-30 20:00:00,Cleveland,Cavaliers,Detroit,Pistons,Regular Season,,,,0,0,37.0,21.0,7.0,1.0,0.0,20.0,9.0,0.45,7.0,2.0,0.286,2.0,1.0,0.5,6.0,0.0,6.0,2.0,4.0,-13.0,2017-18,LeBron James
LeBron,James,2544,21700734,2018-01-28 18:00:00,Cleveland,Cavaliers,Detroit,Pistons,Regular Season,,,,1,1,37.0,25.0,14.0,0.0,1.0,15.0,8.0,0.533,4.0,1.0,0.25,9.0,8.0,0.889,7.0,1.0,8.0,0.0,3.0,18.0,2017-18,LeBron James
LeBron,James,2544,21700715,2018-01-26 19:30:00,Cleveland,Cavaliers,Indiana,Pacers,Regular Season,,,,1,1,39.0,26.0,11.0,1.0,4.0,17.0,11.0,0.647,2.0,0.0,0.0,5.0,4.0,0.8,10.0,0.0,10.0,0.0,11.0,12.0,2017-18,LeBron James
LeBron,James,2544,21700698,2018-01-23 20:00:00,Cleveland,Cavaliers,San Antonio,Spurs,Regular Season,,,,0,0,37.0,28.0,7.0,1.0,0.0,23.0,10.0,0.435,6.0,2.0,0.333,10.0,6.0,0.6,7.0,2.0,9.0,0.0,5.0,-10.0,2017-18,LeBron James
LeBron,James,2544,21700674,2018-01-20 15:30:00,Cleveland,Cavaliers,Oklahoma City,Thunder,Regular Season,,,,0,1,38.0,18.0,7.0,1.0,0.0,17.0,8.0,0.471,4.0,0.0,0.0,4.0,2.0,0.5,3.0,0.0,3.0,2.0,2.0,-33.0,2017-18,LeBron James
LeBron,James,2544,21700664,2018-01-18 19:00:00,Cleveland,Cavaliers,Orlando,Magic,Regular Season,,,,1,1,34.0,16.0,6.0,0.0,1.0,16.0,7.0,0.438,4.0,0.0,0.0,8.0,2.0,0.25,4.0,1.0,5.0,1.0,6.0,-4.0,2017-18,LeBron James
LeBron,James,2544,21700646,2018-01-15 20:00:00,Cleveland,Cavaliers,Golden State,Warriors,Regular Season,,,,0,1,36.0,32.0,6.0,4.0,3.0,18.0,12.0,0.667,2.0,0.0,0.0,13.0,8.0,0.615,6.0,2.0,8.0,3.0,8.0,-14.0,2017-18,LeBron James
LeBron,James,2544,21700619,2018-01-12 19:00:00,Cleveland,Cavaliers,Indiana,Pacers,Regular Season,,,,0,0,40.0,27.0,11.0,1.0,3.0,25.0,11.0,0.44,9.0,2.0,0.222,4.0,3.0,0.75,6.0,2.0,8.0,2.0,5.0,-6.0,2017-18,LeBron James
LeBron,James,2544,21700615,2018-01-11 20:00:00,Cleveland,Cavaliers,Toronto,Raptors,Regular Season,,,,0,0,32.0,26.0,1.0,2.0,1.0,16.0,9.0,0.563,1.0,0.0,0.0,10.0,8.0,0.8,3.0,0.0,3.0,1.0,2.0,-22.0,2017-18,LeBron James
LeBron,James,2544,21700594,2018-01-08 20:00:00,Cleveland,Cavaliers,Minnesota,Timberwolves,Regular Season,,,,0,0,26.0,10.0,5.0,2.0,0.0,8.0,4.0,0.5,3.0,1.0,0.333,3.0,1.0,0.333,7.0,1.0,8.0,2.0,3.0,-39.0,2017-18,LeBron James
LeBron,James,2544,21700582,2018-01-06 19:00:00,Cleveland,Cavaliers,Orlando,Magic,Regular Season,,,,1,0,37.0,33.0,9.0,1.0,6.0,23.0,12.0,0.522,7.0,4.0,0.571,7.0,5.0,0.714,7.0,3.0,10.0,1.0,3.0,15.0,2017-18,LeBron James
LeBron,James,2544,21700559,2018-01-03 20:00:00,Cleveland,Cavaliers,Boston,Celtics,Regular Season,,,,0,0,32.0,19.0,6.0,1.0,1.0,15.0,8.0,0.533,2.0,0.0,0.0,3.0,3.0,1.0,7.0,0.0,7.0,1.0,4.0,-6.0,2017-18,LeBron James
LeBron,James,2544,21700549,2018-01-02 19:00:00,Cleveland,Cavaliers,Portland,Trail Blazers,Regular Season,,,,1,1,33.0,24.0,8.0,1.0,4.0,17.0,10.0,0.588,2.0,0.0,0.0,4.0,4.0,1.0,5.0,1.0,6.0,2.0,3.0,0.0,2017-18,LeBron James
LeBron,James,2544,21700534,2017-12-30 20:00:00,Cleveland,Cavaliers,Utah,Jazz,Regular Season,,,,0,0,37.0,29.0,6.0,1.0,2.0,22.0,12.0,0.545,7.0,1.0,0.143,5.0,4.0,0.8,7.0,1.0,8.0,1.0,6.0,-5.0,2017-18,LeBron James
LeBron,James,2544,21700513,2017-12-27 22:00:00,Cleveland,Cavaliers,Sacramento,Kings,Regular Season,,,,0,0,37.0,16.0,14.0,0.0,5.0,17.0,6.0,0.353,2.0,0.0,0.0,5.0,4.0,0.8,8.0,2.0,10.0,2.0,4.0,-11.0,2017-18,LeBron James
LeBron,James,2544,21700494,2017-12-25 15:00:00,Cleveland,Cavaliers,Golden State,Warriors,Regular Season,,,,0,0,40.0,20.0,6.0,0.0,0.0,18.0,7.0,0.389,7.0,2.0,0.286,7.0,4.0,0.571,5.0,1.0,6.0,2.0,7.0,-1.0,2017-18,LeBron James
LeBron,James,2544,21700466,2017-12-21 19:00:00,Cleveland,Cavaliers,Chicago,Bulls,Regular Season,,,,1,1,39.0,34.0,9.0,0.0,3.0,23.0,12.0,0.522,5.0,2.0,0.4,8.0,8.0,1.0,5.0,1.0,6.0,1.0,4.0,5.0,2017-18,LeBron James
LeBron,James,2544,21700453,2017-12-19 20:00:00,Cleveland,Cavaliers,Milwaukee,Bucks,Regular Season,,,,0,0,34.0,39.0,7.0,2.0,3.0,22.0,14.0,0.636,11.0,6.0,0.545,5.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,-7.0,2017-18,LeBron James
LeBron,James,2544,21700440,2017-12-17 18:00:00,Cleveland,Cavaliers,Washington,Wizards,Regular Season,,,,1,0,41.0,20.0,15.0,1.0,0.0,23.0,8.0,0.348,7.0,2.0,0.286,3.0,2.0,0.667,9.0,2.0,11.0,4.0,6.0,4.0,2017-18,LeBron James
LeBron,James,2544,21700430,2017-12-16 19:30:00,Cleveland,Cavaliers,Utah,Jazz,Regular Season,,,,1,1,36.0,29.0,10.0,0.0,1.0,15.0,9.0,0.6,4.0,1.0,0.25,10.0,10.0,1.0,11.0,0.0,11.0,2.0,5.0,0.0,2017-18,LeBron James
LeBron,James,2544,21700415,2017-12-14 20:00:00,Cleveland,Cavaliers,Los Angeles,Lakers,Regular Season,,,,1,1,38.0,25.0,12.0,2.0,2.0,18.0,8.0,0.444,6.0,1.0,0.167,12.0,8.0,0.667,11.0,1.0,12.0,0.0,5.0,14.0,2017-18,LeBron James
LeBron,James,2544,21700397,2017-12-12 19:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,1,1,35.0,25.0,17.0,0.0,2.0,13.0,11.0,0.846,3.0,2.0,0.667,2.0,1.0,0.5,7.0,0.0,7.0,4.0,2.0,19.0,2017-18,LeBron James
LeBron,James,2544,21700379,2017-12-09 20:00:00,Cleveland,Cavaliers,Philadelphia,76ers,Regular Season,,,,1,1,38.0,30.0,13.0,0.0,3.0,23.0,9.0,0.391,6.0,2.0,0.333,12.0,10.0,0.833,10.0,3.0,13.0,1.0,6.0,-3.0,2017-18,LeBron James
LeBron,James,2544,21700369,2017-12-08 19:00:00,Cleveland,Cavaliers,Indiana,Pacers,Regular Season,,,,0,0,39.0,29.0,8.0,2.0,1.0,22.0,12.0,0.545,5.0,1.0,0.2,5.0,4.0,0.8,8.0,2.0,10.0,1.0,3.0,3.0,2017-18,LeBron James
LeBron,James,2544,21700353,2017-12-06 19:00:00,Cleveland,Cavaliers,Sacramento,Kings,Regular Season,,,,1,1,41.0,32.0,9.0,2.0,3.0,18.0,12.0,0.667,8.0,5.0,0.625,6.0,3.0,0.5,9.0,2.0,11.0,0.0,7.0,2.0,2017-18,LeBron James
LeBron,James,2544,21700344,2017-12-04 20:00:00,Cleveland,Cavaliers,Chicago,Bulls,Regular Season,,,,1,0,34.0,23.0,6.0,0.0,2.0,15.0,9.0,0.6,4.0,2.0,0.5,4.0,3.0,0.75,7.0,0.0,7.0,1.0,2.0,27.0,2017-18,LeBron James
LeBron,James,2544,21700329,2017-12-02 19:30:00,Cleveland,Cavaliers,Memphis,Grizzlies,Regular Season,,,,1,1,39.0,34.0,12.0,1.0,0.0,22.0,13.0,0.591,3.0,0.0,0.0,8.0,8.0,1.0,2.0,0.0,2.0,1.0,5.0,-5.0,2017-18,LeBron James
LeBron,James,2544,21700313,2017-11-30 19:30:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,1,0,37.0,24.0,12.0,2.0,2.0,11.0,8.0,0.727,6.0,3.0,0.5,7.0,5.0,0.714,5.0,1.0,6.0,3.0,3.0,10.0,2017-18,LeBron James
LeBron,James,2544,21700298,2017-11-28 19:00:00,Cleveland,Cavaliers,Miami,Heat,Regular Season,,,,1,1,28.0,21.0,6.0,1.0,5.0,16.0,10.0,0.625,3.0,1.0,0.333,1.0,0.0,0.0,10.0,2.0,12.0,1.0,2.0,26.0,2017-18,LeBron James
LeBron,James,2544,21700291,2017-11-27 19:00:00,Cleveland,Cavaliers,Philadelphia,76ers,Regular Season,,,,1,0,31.0,30.0,6.0,0.0,0.0,23.0,12.0,0.522,7.0,3.0,0.429,4.0,3.0,0.75,11.0,3.0,14.0,0.0,3.0,1.0,2017-18,LeBron James
LeBron,James,2544,21700270,2017-11-24 20:00:00,Cleveland,Cavaliers,Charlotte,Hornets,Regular Season,,,,1,1,39.0,27.0,13.0,3.0,0.0,20.0,10.0,0.5,8.0,3.0,0.375,7.0,4.0,0.571,15.0,1.0,16.0,2.0,3.0,-2.0,2017-18,LeBron James
LeBron,James,2544,21700254,2017-11-22 19:00:00,Cleveland,Cavaliers,Brooklyn,Nets,Regular Season,,,,1,1,33.0,33.0,5.0,0.0,2.0,17.0,11.0,0.647,7.0,4.0,0.571,9.0,7.0,0.778,5.0,1.0,6.0,2.0,3.0,20.0,2017-18,LeBron James
LeBron,James,2544,21700242,2017-11-20 19:00:00,Cleveland,Cavaliers,Detroit,Pistons,Regular Season,,,,1,0,27.0,18.0,8.0,1.0,1.0,14.0,7.0,0.5,5.0,3.0,0.6,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,21.0,2017-18,LeBron James
LeBron,James,2544,21700220,2017-11-17 19:30:00,Cleveland,Cavaliers,Los Angeles,Clippers,Regular Season,,,,1,1,46.0,39.0,6.0,0.0,0.0,26.0,17.0,0.654,9.0,4.0,0.444,5.0,1.0,0.2,13.0,1.0,14.0,0.0,6.0,1.0,2017-18,LeBron James
LeBron,James,2544,21700207,2017-11-15 20:00:00,Cleveland,Cavaliers,Charlotte,Hornets,Regular Season,,,,1,0,36.0,31.0,8.0,1.0,2.0,24.0,12.0,0.5,7.0,4.0,0.571,3.0,3.0,1.0,4.0,2.0,6.0,4.0,3.0,1.0,2017-18,LeBron James
LeBron,James,2544,21700193,2017-11-13 19:30:00,Cleveland,Cavaliers,New York,Knicks,Regular Season,,,,1,0,36.0,23.0,12.0,3.0,0.0,14.0,7.0,0.5,4.0,2.0,0.5,10.0,7.0,0.7,6.0,3.0,9.0,1.0,5.0,2.0,2017-18,LeBron James
LeBron,James,2544,21700181,2017-11-11 20:30:00,Cleveland,Cavaliers,Dallas,Mavericks,Regular Season,,,,1,0,41.0,19.0,4.0,1.0,0.0,14.0,6.0,0.429,3.0,1.0,0.333,8.0,6.0,0.75,10.0,1.0,11.0,3.0,6.0,5.0,2017-18,LeBron James
LeBron,James,2544,21700166,2017-11-09 20:00:00,Cleveland,Cavaliers,Houston,Rockets,Regular Season,,,,0,0,40.0,33.0,7.0,1.0,1.0,24.0,15.0,0.625,4.0,1.0,0.25,3.0,2.0,0.667,4.0,0.0,4.0,4.0,8.0,5.0,2017-18,LeBron James
LeBron,James,2544,21700149,2017-11-07 19:00:00,Cleveland,Cavaliers,Milwaukee,Bucks,Regular Season,,,,1,1,36.0,30.0,9.0,0.0,3.0,20.0,10.0,0.5,4.0,2.0,0.5,10.0,8.0,0.8,7.0,1.0,8.0,1.0,1.0,6.0,2017-18,LeBron James
LeBron,James,2544,21700136,2017-11-05 15:00:00,Cleveland,Cavaliers,Atlanta,Hawks,Regular Season,,,,0,1,40.0,26.0,13.0,2.0,1.0,17.0,10.0,0.588,3.0,0.0,0.0,6.0,6.0,1.0,3.0,2.0,5.0,4.0,6.0,-4.0,2017-18,LeBron James
LeBron,James,2544,21700122,2017-11-03 19:00:00,Cleveland,Cavaliers,Washington,Wizards,Regular Season,,,,1,0,42.0,57.0,7.0,2.0,3.0,34.0,23.0,0.676,4.0,2.0,0.5,9.0,9.0,1.0,6.0,5.0,11.0,2.0,3.0,6.0,2017-18,LeBron James
LeBron,James,2544,21700106,2017-11-01 19:00:00,Cleveland,Cavaliers,Indiana,Pacers,Regular Season,,,,0,1,37.0,33.0,11.0,1.0,2.0,22.0,14.0,0.636,5.0,1.0,0.2,5.0,4.0,0.8,5.0,1.0,6.0,1.0,8.0,-12.0,2017-18,LeBron James
LeBron,James,2544,21700090,2017-10-29 19:00:00,Cleveland,Cavaliers,New York,Knicks,Regular Season,,,,0,1,39.0,16.0,7.0,0.0,2.0,15.0,7.0,0.467,4.0,1.0,0.25,1.0,1.0,1.0,9.0,1.0,10.0,2.0,4.0,-17.0,2017-18,LeBron James
LeBron,James,2544,21700077,2017-10-28 19:00:00,Cleveland,Cavaliers,New Orleans,Pelicans,Regular Season,,,,0,0,30.0,18.0,8.0,0.0,0.0,11.0,6.0,0.545,3.0,1.0,0.333,6.0,5.0,0.833,3.0,0.0,3.0,3.0,4.0,-10.0,2017-18,LeBron James
LeBron,James,2544,21700058,2017-10-25 19:30:00,Cleveland,Cavaliers,Brooklyn,Nets,Regular Season,,,,0,0,41.0,29.0,13.0,4.0,0.0,20.0,12.0,0.6,2.0,1.0,0.5,8.0,4.0,0.5,9.0,1.0,10.0,1.0,8.0,-2.0,2017-18,LeBron James
LeBron,James,2544,21700049,2017-10-24 19:00:00,Cleveland,Cavaliers,Chicago,Bulls,Regular Season,,,,1,1,37.0,34.0,13.0,0.0,3.0,20.0,13.0,0.65,6.0,4.0,0.667,5.0,4.0,0.8,2.0,0.0,2.0,1.0,2.0,7.0,2017-18,LeBron James
