firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,season,playerName
LeBron,James,2544,41200202,2013-05-08 19:00:00,Miami,Heat,Chicago,Bulls,Playoffs,East - Conf. Semifinals,,2.0,1,1,32.0,19.0,9.0,0.0,3.0,12.0,7.0,0.583,3.0,1.0,0.333,8.0,4.0,0.5,5.0,0.0,5.0,1.0,3.0,25.0,2012-13,LeBron James
LeBron,James,2544,41200201,2013-05-06 19:00:00,Miami,Heat,Chicago,Bulls,Playoffs,East - Conf. Semifinals,,1.0,0,1,43.0,24.0,7.0,1.0,2.0,17.0,8.0,0.471,3.0,1.0,0.333,9.0,7.0,0.778,6.0,2.0,8.0,2.0,2.0,-15.0,2012-13,LeBron James
LeBron,James,2544,41200104,2013-04-28 15:30:00,Miami,Heat,Milwaukee,Bucks,Playoffs,East - First Round,,4.0,1,0,41.0,30.0,7.0,1.0,3.0,20.0,13.0,0.65,2.0,0.0,0.0,7.0,4.0,0.571,6.0,2.0,8.0,3.0,5.0,16.0,2012-13,LeBron James
LeBron,James,2544,41200103,2013-04-25 19:00:00,Miami,Heat,Milwaukee,Bucks,Playoffs,East - First Round,,3.0,1,0,32.0,22.0,6.0,0.0,0.0,14.0,9.0,0.643,4.0,2.0,0.5,4.0,2.0,0.5,5.0,0.0,5.0,2.0,5.0,14.0,2012-13,LeBron James
LeBron,James,2544,41200102,2013-04-23 19:30:00,Miami,Heat,Milwaukee,Bucks,Playoffs,East - First Round,,2.0,1,1,38.0,19.0,6.0,0.0,1.0,14.0,6.0,0.429,3.0,0.0,0.0,8.0,7.0,0.875,7.0,1.0,8.0,2.0,4.0,13.0,2012-13,LeBron James
LeBron,James,2544,41200101,2013-04-21 19:00:00,Miami,Heat,Milwaukee,Bucks,Playoffs,East - First Round,,1.0,1,1,34.0,27.0,8.0,0.0,0.0,11.0,9.0,0.818,2.0,1.0,0.5,11.0,8.0,0.727,8.0,2.0,10.0,2.0,5.0,14.0,2012-13,LeBron James
LeBron,James,2544,21201194,2013-04-14 13:00:00,Miami,Heat,Chicago,Bulls,Regular Season,,,,1,1,34.0,24.0,6.0,0.0,1.0,12.0,7.0,0.583,1.0,1.0,1.0,12.0,9.0,0.75,7.0,0.0,7.0,2.0,3.0,8.0,2012-13,LeBron James
LeBron,James,2544,21201180,2013-04-12 19:30:00,Miami,Heat,Boston,Celtics,Regular Season,,,,1,1,28.0,20.0,9.0,0.0,0.0,10.0,8.0,0.8,0.0,0.0,0.0,4.0,4.0,1.0,5.0,1.0,6.0,1.0,1.0,6.0,2012-13,LeBron James
LeBron,James,2544,21201157,2013-04-09 19:30:00,Miami,Heat,Milwaukee,Bucks,Regular Season,,,,1,1,30.0,28.0,7.0,1.0,2.0,16.0,11.0,0.688,1.0,0.0,0.0,6.0,6.0,1.0,6.0,1.0,7.0,0.0,3.0,21.0,2012-13,LeBron James
LeBron,James,2544,21201140,2013-04-06 19:30:00,Miami,Heat,Philadelphia,76ers,Regular Season,,,,1,1,29.0,27.0,5.0,0.0,1.0,17.0,12.0,0.706,2.0,1.0,0.5,2.0,2.0,1.0,4.0,0.0,4.0,1.0,1.0,22.0,2012-13,LeBron James
LeBron,James,2544,21201080,2013-03-29 20:00:00,Miami,Heat,New Orleans,Hornets,Regular Season,,,,1,0,32.0,36.0,6.0,0.0,2.0,20.0,13.0,0.65,10.0,7.0,0.7,5.0,3.0,0.6,4.0,0.0,4.0,0.0,3.0,19.0,2012-13,LeBron James
LeBron,James,2544,21201062,2013-03-27 20:00:00,Miami,Heat,Chicago,Bulls,Regular Season,,,,0,0,39.0,32.0,3.0,4.0,2.0,17.0,11.0,0.647,5.0,2.0,0.4,11.0,8.0,0.727,7.0,0.0,7.0,1.0,4.0,2.0,2012-13,LeBron James
LeBron,James,2544,21201049,2013-03-25 19:00:00,Miami,Heat,Orlando,Magic,Regular Season,,,,1,0,38.0,24.0,11.0,0.0,1.0,16.0,9.0,0.563,0.0,0.0,0.0,10.0,6.0,0.6,8.0,1.0,9.0,2.0,3.0,25.0,2012-13,LeBron James
LeBron,James,2544,21201041,2013-03-24 18:00:00,Miami,Heat,Charlotte,Bobcats,Regular Season,,,,1,1,34.0,32.0,10.0,3.0,3.0,14.0,11.0,0.786,1.0,0.0,0.0,11.0,10.0,0.909,8.0,0.0,8.0,0.0,4.0,22.0,2012-13,LeBron James
LeBron,James,2544,21201026,2013-03-22 19:30:00,Miami,Heat,Detroit,Pistons,Regular Season,,,,1,1,39.0,29.0,8.0,1.0,2.0,15.0,12.0,0.8,1.0,1.0,1.0,6.0,4.0,0.667,7.0,1.0,8.0,1.0,3.0,14.0,2012-13,LeBron James
LeBron,James,2544,21201009,2013-03-20 19:00:00,Miami,Heat,Cleveland,Cavaliers,Regular Season,,,,1,0,42.0,25.0,10.0,2.0,3.0,22.0,8.0,0.364,7.0,3.0,0.429,8.0,6.0,0.75,5.0,7.0,12.0,1.0,4.0,1.0,2012-13,LeBron James
LeBron,James,2544,21200998,2013-03-18 20:00:00,Miami,Heat,Boston,Celtics,Regular Season,,,,1,0,42.0,37.0,12.0,2.0,2.0,29.0,16.0,0.552,4.0,1.0,0.25,6.0,4.0,0.667,6.0,1.0,7.0,3.0,5.0,13.0,2012-13,LeBron James
LeBron,James,2544,21200985,2013-03-17 13:00:00,Miami,Heat,Toronto,Raptors,Regular Season,,,,1,0,33.0,22.0,8.0,0.0,2.0,12.0,6.0,0.5,6.0,2.0,0.333,11.0,8.0,0.727,11.0,1.0,12.0,1.0,3.0,10.0,2012-13,LeBron James
LeBron,James,2544,21200975,2013-03-15 20:30:00,Miami,Heat,Milwaukee,Bucks,Regular Season,,,,1,0,38.0,28.0,7.0,1.0,0.0,24.0,12.0,0.5,2.0,0.0,0.0,5.0,4.0,0.8,9.0,1.0,10.0,1.0,2.0,5.0,2012-13,LeBron James
LeBron,James,2544,21200956,2013-03-13 19:00:00,Miami,Heat,Philadelphia,76ers,Regular Season,,,,1,0,37.0,27.0,8.0,1.0,2.0,19.0,8.0,0.421,4.0,1.0,0.25,12.0,10.0,0.833,5.0,2.0,7.0,1.0,4.0,7.0,2012-13,LeBron James
LeBron,James,2544,21200952,2013-03-12 19:30:00,Miami,Heat,Atlanta,Hawks,Regular Season,,,,1,1,30.0,15.0,7.0,0.0,2.0,11.0,3.0,0.273,2.0,0.0,0.0,12.0,9.0,0.75,4.0,3.0,7.0,1.0,4.0,21.0,2012-13,LeBron James
LeBron,James,2544,21200938,2013-03-10 18:00:00,Miami,Heat,Indiana,Pacers,Regular Season,,,,1,1,36.0,13.0,7.0,1.0,1.0,10.0,5.0,0.5,0.0,0.0,0.0,5.0,3.0,0.6,5.0,1.0,6.0,1.0,4.0,23.0,2012-13,LeBron James
LeBron,James,2544,21200921,2013-03-08 20:00:00,Miami,Heat,Philadelphia,76ers,Regular Season,,,,1,1,34.0,25.0,5.0,2.0,1.0,17.0,10.0,0.588,3.0,2.0,0.667,5.0,3.0,0.6,7.0,3.0,10.0,2.0,3.0,19.0,2012-13,LeBron James
LeBron,James,2544,21200903,2013-03-06 19:30:00,Miami,Heat,Orlando,Magic,Regular Season,,,,1,1,38.0,26.0,2.0,1.0,0.0,14.0,7.0,0.5,6.0,1.0,0.167,12.0,11.0,0.917,3.0,0.0,3.0,0.0,2.0,8.0,2012-13,LeBron James
LeBron,James,2544,21200892,2013-03-04 20:00:00,Miami,Heat,Minnesota,Timberwolves,Regular Season,,,,1,0,34.0,20.0,4.0,2.0,3.0,16.0,9.0,0.563,4.0,1.0,0.25,1.0,1.0,1.0,9.0,1.0,10.0,3.0,7.0,10.0,2012-13,LeBron James
LeBron,James,2544,21200880,2013-03-03 13:00:00,Miami,Heat,New York,Knicks,Regular Season,,,,1,0,42.0,29.0,7.0,1.0,3.0,23.0,12.0,0.522,6.0,2.0,0.333,6.0,3.0,0.5,8.0,3.0,11.0,1.0,2.0,9.0,2012-13,LeBron James
LeBron,James,2544,21200868,2013-03-01 20:00:00,Miami,Heat,Memphis,Grizzlies,Regular Season,,,,1,1,42.0,18.0,10.0,1.0,2.0,14.0,4.0,0.286,4.0,2.0,0.5,12.0,8.0,0.667,7.0,1.0,8.0,1.0,1.0,-1.0,2012-13,LeBron James
LeBron,James,2544,21200845,2013-02-26 19:30:00,Miami,Heat,Sacramento,Kings,Regular Season,,,,1,1,47.0,40.0,16.0,1.0,2.0,23.0,14.0,0.609,2.0,1.0,0.5,12.0,11.0,0.917,5.0,3.0,8.0,1.0,2.0,11.0,2012-13,LeBron James
LeBron,James,2544,21200833,2013-02-24 18:00:00,Miami,Heat,Cleveland,Cavaliers,Regular Season,,,,1,1,38.0,28.0,8.0,0.0,1.0,19.0,10.0,0.526,1.0,0.0,0.0,11.0,8.0,0.727,1.0,2.0,3.0,0.0,2.0,6.0,2012-13,LeBron James
LeBron,James,2544,21200826,2013-02-23 19:30:00,Miami,Heat,Philadelphia,76ers,Regular Season,,,,1,0,31.0,16.0,11.0,0.0,2.0,12.0,7.0,0.583,4.0,1.0,0.25,2.0,1.0,0.5,9.0,1.0,10.0,1.0,2.0,14.0,2012-13,LeBron James
LeBron,James,2544,21200809,2013-02-21 20:00:00,Miami,Heat,Chicago,Bulls,Regular Season,,,,1,0,34.0,26.0,7.0,0.0,2.0,15.0,11.0,0.733,4.0,1.0,0.25,3.0,3.0,1.0,11.0,1.0,12.0,2.0,4.0,6.0,2012-13,LeBron James
LeBron,James,2544,21200802,2013-02-20 20:00:00,Miami,Heat,Atlanta,Hawks,Regular Season,,,,1,0,39.0,24.0,11.0,0.0,4.0,15.0,8.0,0.533,4.0,1.0,0.25,8.0,7.0,0.875,6.0,0.0,6.0,1.0,2.0,16.0,2012-13,LeBron James
LeBron,James,2544,21200787,2013-02-14 20:00:00,Miami,Heat,Oklahoma City,Thunder,Regular Season,,,,1,0,40.0,39.0,7.0,0.0,2.0,24.0,14.0,0.583,8.0,4.0,0.5,9.0,7.0,0.778,9.0,3.0,12.0,3.0,4.0,15.0,2012-13,LeBron James
LeBron,James,2544,21200770,2013-02-12 19:30:00,Miami,Heat,Portland,Trail Blazers,Regular Season,,,,1,1,38.0,30.0,9.0,2.0,3.0,15.0,11.0,0.733,3.0,1.0,0.333,8.0,7.0,0.875,6.0,0.0,6.0,0.0,1.0,21.0,2012-13,LeBron James
LeBron,James,2544,21200753,2013-02-10 15:30:00,Miami,Heat,Los Angeles,Lakers,Regular Season,,,,1,1,36.0,32.0,4.0,0.0,3.0,18.0,12.0,0.667,2.0,1.0,0.5,8.0,7.0,0.875,6.0,1.0,7.0,4.0,4.0,7.0,2012-13,LeBron James
LeBron,James,2544,21200741,2013-02-08 20:00:00,Miami,Heat,Los Angeles,Clippers,Regular Season,,,,1,1,30.0,30.0,6.0,2.0,0.0,11.0,9.0,0.818,5.0,4.0,0.8,11.0,8.0,0.727,4.0,1.0,5.0,3.0,5.0,21.0,2012-13,LeBron James
LeBron,James,2544,21200726,2013-02-06 19:30:00,Miami,Heat,Houston,Rockets,Regular Season,,,,1,1,36.0,32.0,5.0,2.0,0.0,18.0,11.0,0.611,6.0,3.0,0.5,10.0,7.0,0.7,5.0,1.0,6.0,2.0,4.0,4.0,2012-13,LeBron James
LeBron,James,2544,21200711,2013-02-04 19:30:00,Miami,Heat,Charlotte,Bobcats,Regular Season,,,,1,1,38.0,31.0,8.0,0.0,2.0,14.0,13.0,0.929,0.0,0.0,0.0,6.0,5.0,0.833,8.0,0.0,8.0,1.0,5.0,8.0,2012-13,LeBron James
LeBron,James,2544,21200707,2013-02-03 14:00:00,Miami,Heat,Toronto,Raptors,Regular Season,,,,1,0,39.0,30.0,7.0,0.0,2.0,16.0,10.0,0.625,2.0,1.0,0.5,11.0,9.0,0.818,8.0,0.0,8.0,1.0,3.0,29.0,2012-13,LeBron James
LeBron,James,2544,21200685,2013-02-01 19:00:00,Miami,Heat,Indiana,Pacers,Regular Season,,,,0,0,41.0,28.0,3.0,1.0,1.0,17.0,9.0,0.529,3.0,1.0,0.333,11.0,9.0,0.818,5.0,1.0,6.0,4.0,3.0,-9.0,2012-13,LeBron James
LeBron,James,2544,21200675,2013-01-30 20:00:00,Miami,Heat,Brooklyn,Nets,Regular Season,,,,1,0,34.0,24.0,7.0,0.0,2.0,18.0,10.0,0.556,4.0,3.0,0.75,4.0,1.0,0.25,7.0,2.0,9.0,2.0,4.0,22.0,2012-13,LeBron James
LeBron,James,2544,21200652,2013-01-27 13:00:00,Miami,Heat,Boston,Celtics,Regular Season,,,,0,0,51.0,34.0,7.0,1.0,3.0,31.0,14.0,0.452,6.0,3.0,0.5,5.0,3.0,0.6,12.0,4.0,16.0,3.0,3.0,-2.0,2012-13,LeBron James
LeBron,James,2544,21200634,2013-01-25 19:30:00,Miami,Heat,Detroit,Pistons,Regular Season,,,,1,1,33.0,23.0,7.0,0.0,1.0,14.0,9.0,0.643,1.0,0.0,0.0,6.0,5.0,0.833,6.0,1.0,7.0,0.0,2.0,22.0,2012-13,LeBron James
LeBron,James,2544,21200619,2013-01-23 19:30:00,Miami,Heat,Toronto,Raptors,Regular Season,,,,1,1,44.0,31.0,11.0,0.0,0.0,23.0,12.0,0.522,5.0,1.0,0.2,7.0,6.0,0.857,9.0,1.0,10.0,1.0,3.0,9.0,2012-13,LeBron James
LeBron,James,2544,21200583,2013-01-17 22:30:00,Miami,Heat,Los Angeles,Lakers,Regular Season,,,,1,0,42.0,39.0,8.0,1.0,3.0,25.0,17.0,0.68,2.0,1.0,0.5,4.0,4.0,1.0,7.0,0.0,7.0,2.0,2.0,13.0,2012-13,LeBron James
LeBron,James,2544,21200579,2013-01-16 22:30:00,Miami,Heat,Golden State,Warriors,Regular Season,,,,1,0,30.0,25.0,10.0,0.0,1.0,20.0,11.0,0.55,5.0,1.0,0.2,3.0,2.0,0.667,6.0,1.0,7.0,2.0,1.0,33.0,2012-13,LeBron James
LeBron,James,2544,21200561,2013-01-14 21:00:00,Miami,Heat,Utah,Jazz,Regular Season,,,,0,0,43.0,32.0,6.0,2.0,3.0,19.0,13.0,0.684,4.0,2.0,0.5,4.0,4.0,1.0,3.0,1.0,4.0,5.0,3.0,1.0,2012-13,LeBron James
LeBron,James,2544,21200548,2013-01-12 22:00:00,Miami,Heat,Sacramento,Kings,Regular Season,,,,1,0,29.0,20.0,7.0,2.0,5.0,10.0,7.0,0.7,1.0,0.0,0.0,7.0,6.0,0.857,4.0,1.0,5.0,0.0,1.0,28.0,2012-13,LeBron James
LeBron,James,2544,21200529,2013-01-10 22:30:00,Miami,Heat,Portland,Trail Blazers,Regular Season,,,,0,0,42.0,15.0,9.0,1.0,2.0,16.0,6.0,0.375,5.0,1.0,0.2,5.0,2.0,0.4,10.0,0.0,10.0,3.0,4.0,-9.0,2012-13,LeBron James
LeBron,James,2544,21200512,2013-01-08 19:00:00,Miami,Heat,Indiana,Pacers,Regular Season,,,,0,0,42.0,22.0,4.0,2.0,1.0,20.0,10.0,0.5,1.0,1.0,1.0,4.0,1.0,0.25,7.0,3.0,10.0,2.0,7.0,-5.0,2012-13,LeBron James
LeBron,James,2544,21200500,2013-01-06 18:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,1,34.0,24.0,7.0,1.0,0.0,17.0,9.0,0.529,3.0,2.0,0.667,4.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,26.0,2012-13,LeBron James
LeBron,James,2544,21200481,2013-01-04 20:00:00,Miami,Heat,Chicago,Bulls,Regular Season,,,,0,1,41.0,30.0,2.0,0.0,1.0,14.0,8.0,0.571,5.0,1.0,0.2,16.0,13.0,0.813,6.0,0.0,6.0,2.0,2.0,-18.0,2012-13,LeBron James
LeBron,James,2544,21200469,2013-01-02 19:30:00,Miami,Heat,Dallas,Mavericks,Regular Season,,,,1,1,42.0,32.0,9.0,1.0,3.0,20.0,11.0,0.55,3.0,1.0,0.333,11.0,9.0,0.818,11.0,1.0,12.0,0.0,4.0,12.0,2012-13,LeBron James
LeBron,James,2544,21200454,2012-12-31 17:00:00,Miami,Heat,Orlando,Magic,Regular Season,,,,1,0,47.0,36.0,11.0,0.0,1.0,22.0,10.0,0.455,6.0,1.0,0.167,16.0,15.0,0.938,7.0,1.0,8.0,2.0,3.0,4.0,2012-13,LeBron James
LeBron,James,2544,21200445,2012-12-29 20:30:00,Miami,Heat,Milwaukee,Bucks,Regular Season,,,,0,0,36.0,26.0,7.0,1.0,2.0,20.0,11.0,0.55,2.0,1.0,0.5,5.0,3.0,0.6,5.0,1.0,6.0,2.0,6.0,-8.0,2012-13,LeBron James
LeBron,James,2544,21200428,2012-12-28 19:30:00,Miami,Heat,Detroit,Pistons,Regular Season,,,,0,0,44.0,35.0,5.0,1.0,6.0,22.0,15.0,0.682,4.0,2.0,0.5,4.0,3.0,0.75,5.0,1.0,6.0,1.0,3.0,-2.0,2012-13,LeBron James
LeBron,James,2544,21200411,2012-12-26 19:00:00,Miami,Heat,Charlotte,Bobcats,Regular Season,,,,1,0,38.0,27.0,8.0,2.0,4.0,19.0,9.0,0.474,4.0,2.0,0.5,8.0,7.0,0.875,10.0,2.0,12.0,1.0,3.0,12.0,2012-13,LeBron James
LeBron,James,2544,21200407,2012-12-25 17:30:00,Miami,Heat,Oklahoma City,Thunder,Regular Season,,,,1,1,41.0,29.0,9.0,1.0,2.0,20.0,12.0,0.6,3.0,0.0,0.0,5.0,5.0,1.0,5.0,3.0,8.0,3.0,3.0,13.0,2012-13,LeBron James
LeBron,James,2544,21200392,2012-12-22 19:30:00,Miami,Heat,Utah,Jazz,Regular Season,,,,1,1,37.0,30.0,7.0,0.0,0.0,20.0,11.0,0.55,1.0,1.0,1.0,10.0,7.0,0.7,8.0,1.0,9.0,0.0,4.0,14.0,2012-13,LeBron James
LeBron,James,2544,21200378,2012-12-20 21:30:00,Miami,Heat,Dallas,Mavericks,Regular Season,,,,1,0,30.0,24.0,5.0,1.0,1.0,13.0,9.0,0.692,5.0,3.0,0.6,4.0,3.0,0.75,9.0,0.0,9.0,0.0,5.0,25.0,2012-13,LeBron James
LeBron,James,2544,21200359,2012-12-18 19:30:00,Miami,Heat,Minnesota,Timberwolves,Regular Season,,,,1,1,41.0,22.0,11.0,4.0,1.0,18.0,8.0,0.444,5.0,2.0,0.4,5.0,4.0,0.8,6.0,0.0,6.0,0.0,0.0,12.0,2012-13,LeBron James
LeBron,James,2544,21200339,2012-12-15 19:30:00,Miami,Heat,Washington,Wizards,Regular Season,,,,1,1,30.0,23.0,5.0,0.0,1.0,15.0,8.0,0.533,3.0,0.0,0.0,11.0,7.0,0.636,10.0,0.0,10.0,0.0,2.0,36.0,2012-13,LeBron James
LeBron,James,2544,21200314,2012-12-12 19:30:00,Miami,Heat,Golden State,Warriors,Regular Season,,,,0,1,42.0,31.0,5.0,0.0,1.0,23.0,12.0,0.522,4.0,2.0,0.5,5.0,5.0,1.0,2.0,1.0,3.0,0.0,4.0,-3.0,2012-13,LeBron James
LeBron,James,2544,21200300,2012-12-10 19:30:00,Miami,Heat,Atlanta,Hawks,Regular Season,,,,1,1,40.0,27.0,6.0,0.0,2.0,16.0,10.0,0.625,2.0,1.0,0.5,7.0,6.0,0.857,6.0,1.0,7.0,0.0,3.0,12.0,2012-13,LeBron James
LeBron,James,2544,21200286,2012-12-08 19:30:00,Miami,Heat,New Orleans,Hornets,Regular Season,,,,1,1,35.0,24.0,7.0,0.0,2.0,16.0,11.0,0.688,0.0,0.0,0.0,3.0,2.0,0.667,4.0,1.0,5.0,2.0,4.0,10.0,2012-13,LeBron James
LeBron,James,2544,21200268,2012-12-06 20:00:00,Miami,Heat,New York,Knicks,Regular Season,,,,0,1,38.0,31.0,9.0,0.0,3.0,20.0,11.0,0.55,5.0,3.0,0.6,9.0,6.0,0.667,8.0,2.0,10.0,0.0,2.0,-17.0,2012-13,LeBron James
LeBron,James,2544,21200252,2012-12-04 19:00:00,Miami,Heat,Washington,Wizards,Regular Season,,,,0,0,42.0,26.0,11.0,2.0,3.0,24.0,12.0,0.5,4.0,1.0,0.25,3.0,1.0,0.333,11.0,2.0,13.0,1.0,3.0,-3.0,2012-13,LeBron James
LeBron,James,2544,21200233,2012-12-01 19:30:00,Miami,Heat,Brooklyn,Nets,Regular Season,,,,1,1,36.0,21.0,6.0,0.0,1.0,15.0,8.0,0.533,2.0,1.0,0.5,6.0,4.0,0.667,8.0,1.0,9.0,3.0,2.0,14.0,2012-13,LeBron James
LeBron,James,2544,21200220,2012-11-29 20:00:00,Miami,Heat,San Antonio,Spurs,Regular Season,,,,1,1,39.0,23.0,7.0,0.0,4.0,16.0,9.0,0.563,5.0,2.0,0.4,6.0,3.0,0.5,6.0,3.0,9.0,2.0,4.0,-1.0,2012-13,LeBron James
LeBron,James,2544,21200186,2012-11-24 19:30:00,Miami,Heat,Cleveland,Cavaliers,Regular Season,,,,1,1,39.0,30.0,5.0,1.0,0.0,16.0,10.0,0.625,5.0,2.0,0.4,9.0,8.0,0.889,5.0,1.0,6.0,3.0,7.0,7.0,2012-13,LeBron James
LeBron,James,2544,21200163,2012-11-21 19:30:00,Miami,Heat,Milwaukee,Bucks,Regular Season,,,,1,1,42.0,28.0,8.0,1.0,1.0,21.0,11.0,0.524,4.0,2.0,0.5,8.0,4.0,0.5,8.0,2.0,10.0,3.0,1.0,5.0,2012-13,LeBron James
LeBron,James,2544,21200138,2012-11-17 21:00:00,Miami,Heat,Phoenix,Suns,Regular Season,,,,1,0,40.0,21.0,3.0,0.0,2.0,20.0,8.0,0.4,3.0,1.0,0.333,7.0,4.0,0.571,7.0,0.0,7.0,1.0,1.0,20.0,2012-13,LeBron James
LeBron,James,2544,21200121,2012-11-15 22:30:00,Miami,Heat,Denver,Nuggets,Regular Season,,,,1,0,41.0,27.0,12.0,3.0,1.0,23.0,11.0,0.478,1.0,0.0,0.0,6.0,5.0,0.833,6.0,1.0,7.0,0.0,4.0,9.0,2012-13,LeBron James
LeBron,James,2544,21200117,2012-11-14 22:30:00,Miami,Heat,Los Angeles,Clippers,Regular Season,,,,0,0,41.0,30.0,7.0,2.0,1.0,23.0,12.0,0.522,3.0,0.0,0.0,9.0,6.0,0.667,5.0,0.0,5.0,3.0,4.0,-15.0,2012-13,LeBron James
LeBron,James,2544,21200099,2012-11-12 20:00:00,Miami,Heat,Houston,Rockets,Regular Season,,,,1,0,39.0,38.0,6.0,0.0,0.0,26.0,14.0,0.538,8.0,5.0,0.625,8.0,5.0,0.625,9.0,1.0,10.0,1.0,0.0,8.0,2012-13,LeBron James
LeBron,James,2544,21200092,2012-11-11 18:00:00,Miami,Heat,Memphis,Grizzlies,Regular Season,,,,0,0,35.0,20.0,6.0,1.0,2.0,19.0,10.0,0.526,1.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,10.0,2.0,2.0,-18.0,2012-13,LeBron James
LeBron,James,2544,21200072,2012-11-09 19:30:00,Miami,Heat,Atlanta,Hawks,Regular Season,,,,1,0,35.0,21.0,9.0,0.0,1.0,17.0,10.0,0.588,2.0,0.0,0.0,3.0,1.0,0.333,9.0,2.0,11.0,2.0,2.0,0.0,2012-13,LeBron James
LeBron,James,2544,21200056,2012-11-07 19:30:00,Miami,Heat,Brooklyn,Nets,Regular Season,,,,1,1,29.0,20.0,8.0,0.0,1.0,12.0,7.0,0.583,3.0,2.0,0.667,4.0,4.0,1.0,8.0,4.0,12.0,1.0,2.0,18.0,2012-13,LeBron James
LeBron,James,2544,21200044,2012-11-05 19:30:00,Miami,Heat,Phoenix,Suns,Regular Season,,,,1,1,30.0,23.0,1.0,0.0,0.0,17.0,10.0,0.588,3.0,2.0,0.667,3.0,1.0,0.333,8.0,3.0,11.0,2.0,3.0,25.0,2012-13,LeBron James
LeBron,James,2544,21200030,2012-11-03 19:30:00,Miami,Heat,Denver,Nuggets,Regular Season,,,,1,1,39.0,20.0,11.0,2.0,0.0,17.0,8.0,0.471,1.0,0.0,0.0,4.0,4.0,1.0,8.0,1.0,9.0,2.0,0.0,7.0,2012-13,LeBron James
LeBron,James,2544,21200020,2012-11-02 20:00:00,Miami,Heat,New York,Knicks,Regular Season,,,,0,0,36.0,23.0,5.0,3.0,0.0,16.0,8.0,0.5,3.0,2.0,0.667,6.0,5.0,0.833,7.0,0.0,7.0,2.0,5.0,-21.0,2012-13,LeBron James
LeBron,James,2544,21200002,2012-10-30 20:00:00,Miami,Heat,Boston,Celtics,Regular Season,,,,1,1,28.0,26.0,3.0,0.0,2.0,16.0,10.0,0.625,4.0,2.0,0.5,5.0,4.0,0.8,9.0,1.0,10.0,2.0,0.0,12.0,2012-13,LeBron James
LeBron,James,2544,41100405,2012-06-21 21:00:00,Miami,Heat,Oklahoma City,Thunder,Playoffs,NBA Finals,,5.0,1,1,44.0,26.0,13.0,2.0,1.0,19.0,9.0,0.474,3.0,0.0,0.0,9.0,8.0,0.889,7.0,4.0,11.0,2.0,6.0,20.0,2011-12,LeBron James
LeBron,James,2544,41100404,2012-06-19 21:00:00,Miami,Heat,Oklahoma City,Thunder,Playoffs,NBA Finals,,4.0,1,1,44.0,26.0,12.0,0.0,2.0,20.0,10.0,0.5,4.0,1.0,0.25,8.0,5.0,0.625,6.0,3.0,9.0,2.0,3.0,8.0,2011-12,LeBron James
LeBron,James,2544,41100403,2012-06-17 20:00:00,Miami,Heat,Oklahoma City,Thunder,Playoffs,NBA Finals,,3.0,1,1,43.0,29.0,3.0,0.0,0.0,23.0,11.0,0.478,4.0,1.0,0.25,8.0,6.0,0.75,9.0,5.0,14.0,1.0,4.0,8.0,2011-12,LeBron James
LeBron,James,2544,41100402,2012-06-14 21:00:00,Miami,Heat,Oklahoma City,Thunder,Playoffs,NBA Finals,,2.0,1,0,42.0,32.0,5.0,0.0,1.0,22.0,10.0,0.455,2.0,0.0,0.0,12.0,12.0,1.0,6.0,2.0,8.0,4.0,2.0,6.0,2011-12,LeBron James
LeBron,James,2544,41100401,2012-06-12 21:00:00,Miami,Heat,Oklahoma City,Thunder,Playoffs,NBA Finals,,1.0,0,0,45.0,30.0,4.0,0.0,4.0,24.0,11.0,0.458,3.0,1.0,0.333,9.0,7.0,0.778,8.0,1.0,9.0,1.0,4.0,-11.0,2011-12,LeBron James
LeBron,James,2544,41100307,2012-06-09 20:30:00,Miami,Heat,Boston,Celtics,Playoffs,East - Conf. Finals,,7.0,1,1,47.0,31.0,2.0,1.0,1.0,21.0,9.0,0.429,5.0,1.0,0.2,17.0,12.0,0.706,10.0,2.0,12.0,0.0,3.0,13.0,2011-12,LeBron James
LeBron,James,2544,41100306,2012-06-07 20:30:00,Miami,Heat,Boston,Celtics,Playoffs,East - Conf. Finals,,6.0,1,0,44.0,45.0,5.0,0.0,0.0,26.0,19.0,0.731,4.0,2.0,0.5,9.0,5.0,0.556,13.0,2.0,15.0,3.0,4.0,22.0,2011-12,LeBron James
LeBron,James,2544,41100305,2012-06-05 20:30:00,Miami,Heat,Boston,Celtics,Playoffs,East - Conf. Finals,,5.0,0,1,45.0,30.0,2.0,1.0,2.0,25.0,11.0,0.44,6.0,2.0,0.333,8.0,6.0,0.75,10.0,3.0,13.0,1.0,3.0,0.0,2011-12,LeBron James
