playerName,season,total_points,total_games,avg_points_per_game
Domantas Sabonis,2018-19,1043.0,74,14.094594594594595
Domantas Sabonis,2019-20,1147.0,62,18.5
Domantas Sabonis,2020-21,1293.0,64,20.203125
Domantas Sabonis,2021-22,1171.0,62,18.887096774193548
Domantas Sabonis,2022-23,1510.0,79,19.11392405063291
Domantas Sabonis,2023-24,1632.0,84,19.428571428571427
Domantas Sabonis,2024-25,1348.0,71,18.985915492957748
Domantas Sabonis,2025-26,189.0,11,17.181818181818183
Dominic McGuire,2007-08,93.0,68,1.3676470588235294
Dominic McGuire,2008-09,356.0,79,4.506329113924051
Dominic McGuire,2009-10,36.0,42,0.8571428571428571
Dominic McGuire,2010-11,174.0,52,3.3461538461538463
Dominic McGuire,2011-12,227.0,63,3.6031746031746033
Dominic McGuire,2012-13,51.0,26,1.9615384615384615
Dominic Pressley,1988-89,23.0,13,1.7692307692307692
Dominick Barlow,2022-23,110.0,28,3.9285714285714284
Dominick Barlow,2023-24,144.0,32,4.5
Dominick Barlow,2024-25,154.0,36,4.277777777777778
Dominick Barlow,2025-26,200.0,24,8.333333333333334
Dominique Jones,2010-11,42.0,17,2.4705882352941178
Dominique Jones,2011-12,88.0,30,2.933333333333333
Dominique Jones,2012-13,116.0,27,4.296296296296297
Dominique Wilkins,1982-83,1434.0,82,17.48780487804878
Dominique Wilkins,1983-84,1748.0,81,21.580246913580247
Dominique Wilkins,1984-85,2217.0,81,27.37037037037037
Dominique Wilkins,1985-86,2366.0,78,30.333333333333332
Dominique Wilkins,1986-87,2294.0,79,29.037974683544302
Dominique Wilkins,1987-88,2397.0,78,30.73076923076923
Dominique Wilkins,1988-89,2099.0,80,26.2375
Dominique Wilkins,1989-90,2138.0,80,26.725
Dominique Wilkins,1990-91,2101.0,81,25.938271604938272
Dominique Wilkins,1991-92,1179.0,42,28.071428571428573
Dominique Wilkins,1992-93,2121.0,71,29.87323943661972
Dominique Wilkins,1993-94,1923.0,74,25.986486486486488
Dominique Wilkins,1994-95,1370.0,77,17.792207792207794
Dominique Wilkins,1996-97,1145.0,63,18.174603174603174
Dominique Wilkins,1998-99,134.0,27,4.962962962962963
Don Adams,1970-71,913.0,81,11.271604938271604
Don Adams,1971-72,781.0,68,11.485294117647058
Don Adams,1972-73,480.0,53,9.056603773584905
Don Adams,1973-74,513.0,49,10.46938775510204
Don Adams,1974-75,176.0,33,5.333333333333333
Don Adams,1975-76,120.0,46,2.608695652173913
Don Adams,1976-77,504.0,69,7.304347826086956
Don Anielak,1954-55,3.0,1,3.0
Don Barksdale,1953-54,154.0,21,7.333333333333333
Don Barksdale,1954-55,343.0,26,13.192307692307692
Don Bielke,1955-56,2.0,3,0.6666666666666666
Don Boven,1951-52,17.0,2,8.5
Don Boven,1952-53,7.0,2,3.5
Don Buse,1976-77,646.0,81,7.9753086419753085
Don Buse,1977-78,686.0,82,8.365853658536585
Don Buse,1978-79,640.0,82,7.804878048780488
Don Buse,1979-80,626.0,81,7.728395061728395
Don Buse,1980-81,297.0,58,5.120689655172414
Don Buse,1981-82,797.0,82,9.71951219512195
Don Buse,1982-83,194.0,41,4.7317073170731705
Don Buse,1983-84,381.0,76,5.0131578947368425
Don Buse,1984-85,218.0,64,3.40625
Don Chaney,1968-69,51.0,14,3.642857142857143
Don Chaney,1969-70,210.0,50,4.2
Don Chaney,1970-71,818.0,73,11.205479452054794
Don Chaney,1971-72,794.0,68,11.676470588235293
Don Chaney,1972-73,971.0,74,13.121621621621621
Don Chaney,1973-74,835.0,80,10.4375
Don Chaney,1974-75,775.0,82,9.451219512195122
Don Chaney,1976-77,496.0,81,6.1234567901234565
Don Chaney,1977-78,246.0,51,4.823529411764706
Don Chaney,1978-79,384.0,65,5.907692307692308
Don Chaney,1979-80,167.0,60,2.783333333333333
Don Collins,1980-81,931.0,81,11.493827160493828
Don Collins,1981-82,790.0,79,10.0
Don Collins,1982-83,763.0,65,11.738461538461538
Don Collins,1983-84,440.0,61,7.213114754098361
Don Collins,1984-85,32.0,11,2.909090909090909
Don Collins,1986-87,25.0,6,4.166666666666667
Don Ford,1975-76,701.0,75,9.346666666666666
Don Ford,1976-77,597.0,82,7.280487804878049
Don Ford,1977-78,612.0,79,7.746835443037975
Don Ford,1978-79,528.0,79,6.6835443037974684
Don Ford,1979-80,308.0,73,4.219178082191781
Don Ford,1980-81,222.0,64,3.46875
Don Ford,1981-82,23.0,21,1.0952380952380953
Don Henriksen,1954-55,71.0,12,5.916666666666667
Don Kojis,1963-64,166.0,22,7.545454545454546
Don Kojis,1964-65,128.0,18,7.111111111111111
Don Kojis,1965-66,165.0,23,7.173913043478261
Don Kojis,1966-67,170.0,18,9.444444444444445
Don Kojis,1967-68,762.0,38,20.05263157894737
Don Kojis,1968-69,862.0,37,23.2972972972973
Don Kojis,1969-70,515.0,33,15.606060606060606
Don Kojis,1970-71,1087.0,76,14.302631578947368
Don Kojis,1971-72,832.0,73,11.397260273972602
Don Kojis,1972-73,425.0,52,8.173076923076923
Don Kojis,1973-74,679.0,53,12.81132075471698
Don Kojis,1974-75,69.0,14,4.928571428571429
Don Lofgran,1952-53,27.0,3,9.0
Don Lofgran,1953-54,12.0,4,3.0
Don MacLean,1992-93,407.0,62,6.564516129032258
Don MacLean,1993-94,1365.0,75,18.2
Don MacLean,1994-95,430.0,39,11.025641025641026
Don MacLean,1995-96,625.0,56,11.160714285714286
Don MacLean,1996-97,402.0,37,10.864864864864865
Don MacLean,1997-98,3.0,9,0.3333333333333333
Don MacLean,1998-99,185.0,17,10.882352941176471
Don MacLean,1999-00,42.0,16,2.625
Don MacLean,2000-01,31.0,8,3.875
Don May,1968-69,204.0,48,4.25
Don May,1969-70,92.0,33,2.787878787878788
Don May,1970-71,1307.0,65,20.107692307692307
Don May,1971-72,546.0,70,7.8
Don May,1972-73,380.0,47,8.085106382978724
Don May,1973-74,331.0,48,6.895833333333333
Don May,1974-75,38.0,18,2.111111111111111
Don Meineke,1952-53,21.0,2,10.5
Don Meineke,1953-54,30.0,7,4.285714285714286
Don Meineke,1954-55,19.0,2,9.5
Don Meineke,1955-56,55.0,10,5.5
Don Meineke,1957-58,46.0,8,5.75
Don Nelson,1962-63,67.0,16,4.1875
Don Nelson,1963-64,108.0,28,3.857142857142857
Don Nelson,1964-65,37.0,15,2.466666666666667
Don Nelson,1965-66,457.0,47,9.72340425531915
Don Nelson,1966-67,394.0,47,8.382978723404255
Don Nelson,1967-68,583.0,57,10.228070175438596
Don Nelson,1968-69,715.0,60,11.916666666666666
Don Nelson,1969-70,1030.0,64,16.09375
Don Nelson,1970-71,1047.0,74,14.14864864864865
Don Nelson,1971-72,979.0,71,13.788732394366198
Don Nelson,1972-73,727.0,67,10.850746268656716
Don Nelson,1973-74,935.0,81,11.54320987654321
Don Nelson,1974-75,1109.0,79,14.037974683544304
Don Nelson,1975-76,477.0,75,6.36
Don Ohl,1960-61,152.0,12,12.666666666666666
Don Ohl,1961-62,219.0,10,21.9
Don Ohl,1962-63,450.0,22,20.454545454545453
Don Ohl,1963-64,301.0,21,14.333333333333334
Don Ohl,1964-65,449.0,23,19.52173913043478
Don Ohl,1965-66,868.0,39,22.256410256410255
Don Ohl,1966-67,241.0,13,18.53846153846154
Don Ohl,1967-68,842.0,61,13.80327868852459
Don Ohl,1968-69,731.0,63,11.603174603174603
Don Ohl,1969-70,373.0,60,6.216666666666667
Don Otten,1951-52,18.0,2,9.0
Don Otten,1952-53,8.0,1,8.0
Don Rehfeldt,1951-52,12.0,1,12.0
Don Reid,1995-96,263.0,69,3.8115942028985508
Don Reid,1996-97,132.0,46,2.869565217391304
Don Reid,1997-98,238.0,66,3.606060606060606
Don Reid,1998-99,242.0,47,5.148936170212766
Don Reid,1999-00,144.0,38,3.789473684210526
Don Reid,2000-01,210.0,64,3.28125
Don Reid,2001-02,224.0,68,3.2941176470588234
Don Reid,2002-03,1.0,1,1.0
Don Smith,1974-75,249.0,47,5.297872340425532
Don Sunderlage,1953-54,42.0,6,7.0
Don Sunderlage,1954-55,23.0,8,2.875
Don Williams,1979-80,498.0,75,6.64
Donald Ackerman,1953-54,14.0,5,2.8
Donald Hodge,1991-92,426.0,51,8.352941176470589
Donald Hodge,1992-93,393.0,79,4.974683544303797
Donald Hodge,1993-94,136.0,50,2.72
Donald Hodge,1994-95,209.0,54,3.8703703703703702
Donald Hodge,1995-96,18.0,15,1.2
Donald Royal,1989-90,387.0,66,5.863636363636363
Donald Royal,1991-92,252.0,60,4.2
Donald Royal,1992-93,706.0,77,9.168831168831169
Donald Royal,1993-94,547.0,74,7.391891891891892
Donald Royal,1994-95,635.0,70,9.071428571428571
Donald Royal,1995-96,337.0,64,5.265625
Donald Royal,1996-97,218.0,62,3.5161290322580645
Donald Royal,1997-98,79.0,31,2.5483870967741935
Donald Sloan,2011-12,183.0,33,5.545454545454546
Donald Sloan,2012-13,81.0,22,3.6818181818181817
Donald Sloan,2013-14,110.0,47,2.3404255319148937
Donald Sloan,2014-15,391.0,53,7.377358490566038
Donald Sloan,2015-16,424.0,61,6.950819672131147
Donald Whiteside,1996-97,59.0,25,2.36
Donald Whiteside,1997-98,2.0,3,0.6666666666666666
Donatas Motiejunas,2012-13,248.0,43,5.767441860465116
Donatas Motiejunas,2013-14,341.0,61,5.590163934426229
Donatas Motiejunas,2014-15,855.0,71,12.04225352112676
Donatas Motiejunas,2015-16,230.0,37,6.216216216216216
Donatas Motiejunas,2016-17,150.0,34,4.411764705882353
Donatas Motiejunas,2018-19,6.0,3,2.0
Donell Taylor,2005-06,138.0,50,2.76
Donell Taylor,2006-07,126.0,47,2.6808510638297873
Donnell Harvey,2000-01,22.0,13,1.6923076923076923
Donnell Harvey,2001-02,270.0,47,5.74468085106383
Donnell Harvey,2002-03,611.0,77,7.935064935064935
Donnell Harvey,2003-04,239.0,59,4.0508474576271185
Donnell Harvey,2004-05,8.0,3,2.6666666666666665
Donnie Boyce,1995-96,24.0,8,3.0
Donnie Boyce,1996-97,55.0,22,2.5
Donnie Butcher,1961-62,20.0,6,3.3333333333333335
Donnie Butcher,1962-63,110.0,16,6.875
Donnie Butcher,1963-64,173.0,24,7.208333333333333
Donnie Butcher,1964-65,95.0,18,5.277777777777778
Donnie Butcher,1965-66,68.0,8,8.5
Donnie Freeman,1975-76,679.0,63,10.777777777777779
Donny Marshall,1995-96,77.0,34,2.264705882352941
Donny Marshall,1996-97,175.0,53,3.30188679245283
Donny Marshall,1999-00,11.0,6,1.8333333333333333
Donny Marshall,2001-02,30.0,18,1.6666666666666667
Donny Marshall,2002-03,0.0,3,0.0
Donovan Clingan,2024-25,436.0,67,6.507462686567164
Donovan Clingan,2025-26,370.0,33,11.212121212121213
Donovan Mitchell,2017-18,1616.0,79,20.455696202531644
Donovan Mitchell,2018-19,1829.0,77,23.753246753246753
Donovan Mitchell,2019-20,1655.0,69,23.985507246376812
Donovan Mitchell,2020-21,1401.0,53,26.433962264150942
Donovan Mitchell,2021-22,1733.0,67,25.865671641791046
Donovan Mitchell,2022-23,1922.0,68,28.264705882352942
Donovan Mitchell,2023-24,1463.0,55,26.6
Donovan Mitchell,2024-25,1701.0,71,23.95774647887324
Donovan Mitchell,2025-26,1013.0,34,29.794117647058822
Donovan Williams,2022-23,4.0,2,2.0
Donta Hall,2019-20,39.0,9,4.333333333333333
Donta Hall,2020-21,73.0,13,5.615384615384615
Donta Smith,2004-05,127.0,37,3.4324324324324325
Donta Smith,2005-06,35.0,15,2.3333333333333335
Dontae' Jones,1997-98,44.0,15,2.933333333333333
Donte DiVincenzo,2018-19,131.0,27,4.851851851851852
Donte DiVincenzo,2019-20,610.0,66,9.242424242424242
Donte DiVincenzo,2020-21,688.0,66,10.424242424242424
Donte DiVincenzo,2021-22,380.0,42,9.047619047619047
Donte DiVincenzo,2022-23,678.0,72,9.416666666666666
Donte DiVincenzo,2023-24,1259.0,81,15.54320987654321
Donte DiVincenzo,2024-25,723.0,62,11.661290322580646
Donte DiVincenzo,2025-26,481.0,37,13.0
Donte Grantham,2018-19,0.0,1,0.0
Donte Greene,2008-09,209.0,55,3.8
Donte Greene,2009-10,647.0,76,8.513157894736842
Donte Greene,2010-11,400.0,66,6.0606060606060606
Donte Greene,2011-12,283.0,50,5.66
Dontell Jefferson,2008-09,29.0,6,4.833333333333333
Dontonio Wingfield,1994-95,46.0,20,2.3
Dontonio Wingfield,1995-96,165.0,44,3.75
Dontonio Wingfield,1996-97,211.0,46,4.586956521739131
Dontonio Wingfield,1997-98,1.0,2,0.5
Donyell Marshall,1994-95,906.0,72,12.583333333333334
Donyell Marshall,1995-96,342.0,62,5.516129032258065
Donyell Marshall,1996-97,440.0,60,7.333333333333333
Donyell Marshall,1997-98,1123.0,73,15.383561643835616
Donyell Marshall,1998-99,530.0,48,11.041666666666666
Donyell Marshall,1999-00,910.0,64,14.21875
Donyell Marshall,2000-01,1100.0,81,13.580246913580247
Donyell Marshall,2001-02,859.0,58,14.810344827586206
Donyell Marshall,2002-03,1042.0,78,13.35897435897436
Donyell Marshall,2003-04,1205.0,82,14.695121951219512
Donyell Marshall,2004-05,747.0,65,11.492307692307692
Donyell Marshall,2005-06,750.0,81,9.25925925925926
Donyell Marshall,2006-07,566.0,81,6.987654320987654
Donyell Marshall,2007-08,98.0,26,3.769230769230769
Donyell Marshall,2008-09,94.0,25,3.76
Dorell Wright,2004-05,7.0,3,2.3333333333333335
Dorell Wright,2005-06,58.0,20,2.9
Dorell Wright,2006-07,393.0,65,6.046153846153846
Dorell Wright,2007-08,347.0,43,8.069767441860465
Dorell Wright,2008-09,18.0,6,3.0
Dorell Wright,2009-10,510.0,72,7.083333333333333
Dorell Wright,2010-11,1344.0,82,16.390243902439025
Dorell Wright,2011-12,629.0,61,10.311475409836065
Dorell Wright,2012-13,729.0,79,9.227848101265822
Dorell Wright,2013-14,343.0,68,5.044117647058823
Dorell Wright,2014-15,219.0,47,4.659574468085107
Dorian Finney-Smith,2016-17,350.0,79,4.430379746835443
Dorian Finney-Smith,2017-18,123.0,21,5.857142857142857
Dorian Finney-Smith,2018-19,608.0,81,7.506172839506172
Dorian Finney-Smith,2019-20,678.0,71,9.549295774647888
Dorian Finney-Smith,2020-21,590.0,60,9.833333333333334
Dorian Finney-Smith,2021-22,880.0,80,11.0
Dorian Finney-Smith,2022-23,551.0,66,8.348484848484848
Dorian Finney-Smith,2023-24,580.0,68,8.529411764705882
Dorian Finney-Smith,2024-25,522.0,61,8.557377049180328
Dorian Finney-Smith,2025-26,15.0,6,2.5
Dorie Murrey,1966-67,17.0,10,1.7
Dorie Murrey,1967-68,393.0,59,6.661016949152542
Dorie Murrey,1968-69,202.0,35,5.771428571428571
Dorie Murrey,1969-70,433.0,80,5.4125
Dorie Murrey,1970-71,222.0,65,3.4153846153846152
Dorie Murrey,1971-72,97.0,45,2.1555555555555554
Doron Lamb,2012-13,154.0,47,3.276595744680851
Doron Lamb,2013-14,191.0,53,3.6037735849056602
Double D Davis,1972-73,754.0,80,9.425
Double D Davis,1973-74,555.0,44,12.613636363636363
Double D Davis,1974-75,747.0,75,9.96
Double D Davis,1975-76,300.0,72,4.166666666666667
Double D Davis,1976-77,159.0,33,4.818181818181818
Doug Bolstorff,1957-58,2.0,1,2.0
Doug Christie,1992-93,142.0,23,6.173913043478261
Doug Christie,1993-94,672.0,65,10.338461538461539
Doug Christie,1994-95,15.0,12,1.25
Doug Christie,1995-96,415.0,55,7.545454545454546
Doug Christie,1996-97,1176.0,81,14.518518518518519
Doug Christie,1997-98,1287.0,78,16.5
Doug Christie,1998-99,760.0,50,15.2
Doug Christie,1999-00,903.0,73,12.36986301369863
Doug Christie,2000-01,996.0,81,12.296296296296296
Doug Christie,2001-02,972.0,81,12.0
Doug Christie,2002-03,748.0,80,9.35
Doug Christie,2003-04,831.0,82,10.134146341463415
Doug Christie,2004-05,345.0,52,6.634615384615385
Doug Christie,2005-06,26.0,7,3.7142857142857144
Doug Christie,2006-07,13.0,7,1.8571428571428572
Doug Collins,1973-74,178.0,23,7.739130434782608
Doug Collins,1974-75,1225.0,69,17.753623188405797
Doug Collins,1975-76,1418.0,69,20.55072463768116
Doug Collins,1976-77,1058.0,57,18.56140350877193
Doug Collins,1977-78,1519.0,77,19.727272727272727
Doug Collins,1978-79,886.0,46,19.26086956521739
Doug Collins,1979-80,495.0,36,13.75
Doug Collins,1980-81,148.0,12,12.333333333333334
Doug Edwards,1993-94,43.0,16,2.6875
Doug Edwards,1994-95,67.0,38,1.763157894736842
Doug Edwards,1995-96,93.0,31,3.0
Doug Lee,1991-92,120.0,46,2.608695652173913
Doug Lee,1992-93,5.0,5,1.0
Doug Lee,1994-95,43.0,22,1.9545454545454546
Doug McDermott,2014-15,109.0,35,3.1142857142857143
Doug McDermott,2015-16,764.0,81,9.432098765432098
Doug McDermott,2016-17,592.0,66,8.969696969696969
Doug McDermott,2017-18,630.0,81,7.777777777777778
Doug McDermott,2018-19,564.0,77,7.324675324675325
Doug McDermott,2019-20,710.0,69,10.289855072463768
Doug McDermott,2020-21,933.0,68,13.720588235294118
Doug McDermott,2021-22,578.0,51,11.333333333333334
Doug McDermott,2022-23,654.0,64,10.21875
Doug McDermott,2023-24,351.0,64,5.484375
Doug McDermott,2024-25,147.0,43,3.4186046511627906
Doug McDermott,2025-26,24.0,7,3.4285714285714284
Doug Overton,1992-93,366.0,45,8.133333333333333
Doug Overton,1993-94,218.0,61,3.5737704918032787
Doug Overton,1994-95,576.0,82,7.024390243902439
Doug Overton,1995-96,182.0,55,3.309090909090909
Doug Overton,1996-97,217.0,57,3.807017543859649
Doug Overton,1997-98,62.0,23,2.6956521739130435
Doug Overton,1998-99,92.0,20,4.6
Doug Overton,1999-00,152.0,43,3.5348837209302326
Doug Overton,2000-01,125.0,21,5.9523809523809526
Doug Overton,2001-02,39.0,18,2.1666666666666665
Doug Overton,2003-04,224.0,61,3.6721311475409837
Doug Roth,1989-90,81.0,42,1.9285714285714286
Doug Sims,1968-69,2.0,2,1.0
Doug Smith,1991-92,671.0,76,8.828947368421053
Doug Smith,1992-93,634.0,61,10.39344262295082
Doug Smith,1993-94,698.0,79,8.835443037974683
Doug Smith,1994-95,320.0,63,5.079365079365079
Doug Smith,1995-96,33.0,17,1.9411764705882353
Doug West,1989-90,135.0,52,2.5961538461538463
Doug West,1990-91,294.0,75,3.92
Doug West,1991-92,1116.0,80,13.95
Doug West,1992-93,1543.0,80,19.2875
Doug West,1993-94,1056.0,72,14.666666666666666
Doug West,1994-95,919.0,71,12.943661971830986
Doug West,1995-96,465.0,73,6.36986301369863
Doug West,1996-97,531.0,68,7.8088235294117645
Doug West,1997-98,157.0,38,4.131578947368421
Doug West,1998-99,81.0,14,5.785714285714286
Doug West,1999-00,152.0,37,4.108108108108108
Doug West,2000-01,28.0,15,1.8666666666666667
Dragan Bender,2016-17,146.0,43,3.395348837209302
Dragan Bender,2017-18,531.0,82,6.475609756097561
Dragan Bender,2018-19,230.0,46,5.0
Dragan Bender,2019-20,107.0,16,6.6875
Dragan Tarlac,2000-01,102.0,42,2.4285714285714284
Drake Powell,2025-26,150.0,24,6.25
Draymond Green,2012-13,227.0,78,2.91025641025641
Draymond Green,2013-14,511.0,82,6.2317073170731705
Draymond Green,2014-15,921.0,79,11.658227848101266
Draymond Green,2015-16,1131.0,81,13.962962962962964
Draymond Green,2016-17,776.0,76,10.210526315789474
Draymond Green,2017-18,773.0,70,11.042857142857143
Draymond Green,2018-19,486.0,66,7.363636363636363
Draymond Green,2019-20,345.0,43,8.023255813953488
Draymond Green,2020-21,457.0,65,7.030769230769231
Draymond Green,2021-22,346.0,45,7.688888888888889
Draymond Green,2022-23,617.0,73,8.452054794520548
Draymond Green,2023-24,487.0,56,8.696428571428571
Draymond Green,2024-25,617.0,69,8.942028985507246
Draymond Green,2025-26,253.0,30,8.433333333333334
Drazen Petrovic,1989-90,583.0,77,7.571428571428571
Drazen Petrovic,1990-91,623.0,61,10.21311475409836
Drazen Petrovic,1991-92,1691.0,82,20.621951219512194
Drazen Petrovic,1992-93,1564.0,70,22.34285714285714
Drew Barry,1997-98,56.0,27,2.074074074074074
Drew Barry,1998-99,37.0,17,2.176470588235294
Drew Barry,1999-00,41.0,16,2.5625
Drew Eubanks,2018-19,41.0,22,1.8636363636363635
Drew Eubanks,2019-20,107.0,22,4.863636363636363
Drew Eubanks,2020-21,311.0,55,5.654545454545454
Drew Eubanks,2021-22,546.0,71,7.690140845070423
Drew Eubanks,2022-23,518.0,78,6.641025641025641
Drew Eubanks,2023-24,379.0,75,5.053333333333334
Drew Eubanks,2024-25,273.0,60,4.55
Drew Eubanks,2025-26,155.0,29,5.344827586206897
Drew Gooden,2002-03,875.0,70,12.5
Drew Gooden,2003-04,914.0,79,11.569620253164556
Drew Gooden,2004-05,1184.0,82,14.439024390243903
Drew Gooden,2005-06,845.0,79,10.69620253164557
Drew Gooden,2006-07,885.0,80,11.0625
Drew Gooden,2007-08,826.0,69,11.971014492753623
Drew Gooden,2008-09,605.0,51,11.862745098039216
Drew Gooden,2009-10,763.0,70,10.9
Drew Gooden,2010-11,396.0,35,11.314285714285715
Drew Gooden,2011-12,766.0,56,13.678571428571429
Drew Gooden,2012-13,52.0,16,3.25
Drew Gooden,2013-14,183.0,22,8.318181818181818
Drew Gooden,2014-15,277.0,48,5.770833333333333
Drew Gooden,2015-16,82.0,30,2.7333333333333334
Drew Gordon,2014-15,17.0,9,1.8888888888888888
Drew Peterson,2023-24,11.0,3,3.6666666666666665
Drew Peterson,2024-25,54.0,25,2.16
Drew Peterson,2025-26,5.0,6,0.8333333333333334
Drew Timme,2024-25,109.0,9,12.11111111111111
Drew Timme,2025-26,2.0,3,0.6666666666666666
Dru Smith,2022-23,44.0,15,2.933333333333333
Dru Smith,2023-24,39.0,9,4.333333333333333
Dru Smith,2024-25,88.0,14,6.285714285714286
Dru Smith,2025-26,235.0,37,6.351351351351352
Duane Causwell,1990-91,525.0,76,6.907894736842105
Duane Causwell,1991-92,636.0,80,7.95
Duane Causwell,1992-93,453.0,55,8.236363636363636
Duane Causwell,1993-94,182.0,41,4.439024390243903
Duane Causwell,1994-95,209.0,58,3.603448275862069
Duane Causwell,1995-96,250.0,73,3.4246575342465753
Duane Causwell,1996-97,118.0,46,2.5652173913043477
Duane Causwell,1997-98,89.0,37,2.4054054054054053
Duane Causwell,1998-99,44.0,19,2.3157894736842106
Duane Causwell,1999-00,66.0,25,2.64
Duane Causwell,2000-01,76.0,31,2.4516129032258065
Duane Cooper,1992-93,156.0,65,2.4
Duane Cooper,1993-94,48.0,23,2.0869565217391304
Duane Ferrell,1988-89,100.0,41,2.4390243902439024
Duane Ferrell,1989-90,12.0,14,0.8571428571428571
Duane Ferrell,1990-91,475.0,78,6.089743589743589
Duane Ferrell,1991-92,839.0,66,12.712121212121213
Duane Ferrell,1992-93,839.0,82,10.231707317073171
Duane Ferrell,1993-94,513.0,72,7.125
Duane Ferrell,1994-95,231.0,56,4.125
Duane Ferrell,1995-96,202.0,54,3.740740740740741
Duane Ferrell,1996-97,394.0,62,6.354838709677419
Duane Ferrell,1997-98,94.0,45,2.088888888888889
Duane Ferrell,1998-99,5.0,6,0.8333333333333334
Duane Washington,1987-88,54.0,15,3.6
Duane Washington,1992-93,0.0,4,0.0
Duane Washington Jr.,2021-22,473.0,47,10.063829787234043
Duane Washington Jr.,2022-23,244.0,31,7.870967741935484
Dudley Bradley,1979-80,688.0,82,8.390243902439025
Dudley Bradley,1980-81,657.0,82,8.012195121951219
Dudley Bradley,1981-82,325.0,64,5.078125
Dudley Bradley,1982-83,195.0,57,3.4210526315789473
Dudley Bradley,1984-85,360.0,73,4.931506849315069
Dudley Bradley,1985-86,195.0,70,2.7857142857142856
Dudley Bradley,1986-87,212.0,68,3.1176470588235294
Dudley Bradley,1987-88,423.0,65,6.507692307692308
Dudley Bradley,1988-89,72.0,38,1.894736842105263
Duje Dukan,2015-16,6.0,1,6.0
Duncan Robinson,2018-19,50.0,14,3.5714285714285716
Duncan Robinson,2019-20,983.0,73,13.465753424657533
Duncan Robinson,2020-21,942.0,72,13.083333333333334
Duncan Robinson,2021-22,863.0,79,10.924050632911392
Duncan Robinson,2022-23,268.0,42,6.380952380952381
Duncan Robinson,2023-24,883.0,69,12.797101449275363
Duncan Robinson,2024-25,831.0,76,10.93421052631579
Duncan Robinson,2025-26,391.0,34,11.5
Duop Reath,2023-24,617.0,68,9.073529411764707
Duop Reath,2024-25,194.0,46,4.217391304347826
Duop Reath,2025-26,75.0,27,2.7777777777777777
Dusty Hannahs,2018-19,8.0,2,4.0
Dusty Hannahs,2019-20,12.0,2,6.0
Dwayne Bacon,2017-18,175.0,53,3.30188679245283
Dwayne Bacon,2018-19,316.0,41,7.7073170731707314
Dwayne Bacon,2019-20,224.0,39,5.743589743589744
Dwayne Bacon,2020-21,788.0,72,10.944444444444445
Dwayne Jones,2005-06,14.0,9,1.5555555555555556
Dwayne Jones,2006-07,3.0,4,0.75
Dwayne Jones,2007-08,76.0,51,1.4901960784313726
Dwayne Jones,2008-09,12.0,6,2.0
Dwayne Jones,2009-10,0.0,2,0.0
Dwayne McClain,1985-86,157.0,45,3.488888888888889
Dwayne Morton,1994-95,167.0,41,4.073170731707317
Dwayne Polee,1986-87,2.0,1,2.0
Dwayne Schintzius,1990-91,158.0,42,3.761904761904762
Dwayne Schintzius,1991-92,110.0,33,3.3333333333333335
Dwayne Schintzius,1992-93,7.0,5,1.4
Dwayne Schintzius,1993-94,68.0,30,2.2666666666666666
Dwayne Schintzius,1994-95,88.0,43,2.046511627906977
Dwayne Schintzius,1995-96,111.0,33,3.3636363636363638
Dwayne Schintzius,1996-97,34.0,14,2.4285714285714284
Dwayne Schintzius,1998-99,11.0,13,0.8461538461538461
Dwayne Washington,1986-87,616.0,72,8.555555555555555
Dwayne Washington,1987-88,633.0,68,9.308823529411764
Dwayne Washington,1988-89,411.0,54,7.611111111111111
Dwayne Whitfield,1995-96,40.0,8,5.0
Dwight Anderson,1982-83,21.0,5,4.2
Dwight Buycks,2013-14,43.0,14,3.0714285714285716
Dwight Buycks,2014-15,52.0,6,8.666666666666666
Dwight Buycks,2017-18,215.0,29,7.413793103448276
Dwight Howard,2004-05,981.0,82,11.963414634146341
Dwight Howard,2005-06,1292.0,82,15.75609756097561
Dwight Howard,2006-07,1443.0,82,17.597560975609756
Dwight Howard,2007-08,1695.0,82,20.670731707317074
Dwight Howard,2008-09,1624.0,79,20.556962025316455
Dwight Howard,2009-10,1503.0,82,18.329268292682926
Dwight Howard,2010-11,1784.0,78,22.871794871794872
Dwight Howard,2011-12,1113.0,54,20.61111111111111
Dwight Howard,2012-13,1296.0,76,17.05263157894737
Dwight Howard,2013-14,1297.0,71,18.267605633802816
Dwight Howard,2014-15,646.0,41,15.75609756097561
Dwight Howard,2015-16,976.0,70,13.942857142857143
Dwight Howard,2016-17,1002.0,74,13.54054054054054
Dwight Howard,2017-18,1347.0,81,16.62962962962963
Dwight Howard,2018-19,115.0,9,12.777777777777779
Dwight Howard,2019-20,517.0,69,7.492753623188406
Dwight Howard,2020-21,482.0,69,6.9855072463768115
Dwight Howard,2021-22,372.0,60,6.2
Dwight Jones,1973-74,403.0,51,7.901960784313726
Dwight Jones,1974-75,506.0,53,9.547169811320755
Dwight Jones,1975-76,579.0,58,9.982758620689655
Dwight Jones,1976-77,414.0,70,5.914285714285715
Dwight Jones,1977-78,851.0,80,10.6375
Dwight Jones,1978-79,407.0,74,5.5
Dwight Jones,1979-80,621.0,71,8.746478873239436
Dwight Jones,1980-81,608.0,80,7.6
Dwight Jones,1981-82,779.0,78,9.987179487179487
Dwight Jones,1982-83,369.0,80,4.6125
Dwight Morrison,1954-55,111.0,25,4.44
